,srl_ba,result_srl_kk,preds_kk,sentence,sent_len
555,"{'verbs': [{'verb': 'үткәреп,', 'description': {'V': 'үткәреп,', 'Arg(содержание действия)': 'кампанияны', 'Arg(агенс)': 'Улар'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание действия)', 'O', 'V', 'Arg(агенс)', 'O', 'O', 'O']}], 'words': ['Әммә,', 'Беренсе', 'донъя', 'һуғышынан', 'һуң', 'реконструкция', 'арҡаһында', 'референдум', 'ваҡытында', 'кампанияны', 'әүҙем', 'үткәреп,', 'Улар', 'ҡабаттан', 'баш', 'күтәрә.'], 'metric': 1.0}","{'verbs': [{'verb': 'үткәреп', 'description': {'ARGM-DIS': '', 'ARG0': 'Улар', 'V': 'үткәреп', 'ARGM-TMP': '', 'ARGM-PRD': 'әүҙем үткәреп кампанияны Беренсе референдум һуғышынан ваҡытында реконструкция донъя'}, 'tags': ['O', 'ARGM-PRD', 'ARGM-PRD', 'ARGM-PRD', 'O', 'ARGM-PRD', 'O', 'ARGM-PRD', 'ARGM-PRD', 'ARGM-PRD', 'ARGM-PRD', 'V', 'ARG0', 'O', 'O', 'O']}, {'verb': 'кампанияны үткәреп', 'description': {'ARG0': 'Улар', 'ARGM-MNR': 'әүҙем үткәреп', 'V': 'кампанияны үткәреп', 'ARG2': 'Беренсе кампанияны референдум', 'ARGM-CAU': 'һуғышынан ваҡытында реконструкция Беренсе донъя'}, 'tags': ['O', 'ARG2', 'ARGM-CAU', 'ARGM-CAU', 'O', 'ARGM-CAU', 'O', 'ARG2', 'ARGM-CAU', 'V', 'ARGM-MNR', 'ARGM-MNR', 'ARG0', 'O', 'O', 'O']}], 'words': ['Әммә,', 'Беренсе', 'донъя', 'һуғышынан', 'һуң', 'реконструкция', 'арҡаһында', 'референдум', 'ваҡытында', 'кампанияны', 'әүҙем', 'үткәреп,', 'Улар', 'ҡабаттан', 'баш', 'күтәрә.']}",,"Әммә, Беренсе донъя һуғышынан һуң реконструкция арҡаһында референдум ваҡытында кампанияны әүҙем үткәреп, Улар ҡабаттан баш күтәрә.",16
556,"{'verbs': [{'verb': 'үтергә', 'description': {'V': 'үтергә', 'Arg(срок)': 'йыл'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(срок)', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O']}], 'words': ['Бынан', 'алдағы', 'һайлау', 'ике', 'йыл', 'эсендә', 'үткәрелгәйне,', 'ә', 'киләһе', 'һайлау', '1934', 'йылда', 'ғына', 'үтергә', 'тейеш', 'ине.'], 'metric': 1.0}","{'verbs': [{'verb': 'үтергә', 'description': {'ARG1': 'алдағы киләһе эсендә', 'V': 'үтергә', 'ARGM-TMP': 'ике'}, 'tags': ['O', 'ARG1', 'O', 'ARGM-TMP', 'O', 'ARG1', 'O', 'ARG1', 'ARG1', 'O', 'O', 'O', 'O', 'V', 'O', 'O']}, {'verb': 'үткәрелгәйне ине', 'description': {'ARG1': 'ике Бынан алдағы киләһе', 'V': 'үткәрелгәйне ине', 'ARG2': 'тейеш үткәрелгәйне үтергә ғына'}, 'tags': ['ARG1', 'ARG1', 'O', 'ARG1', 'O', 'O', 'V', 'ARG1', 'ARG1', 'O', 'O', 'O', 'ARG2', 'ARG2', 'ARG2', 'V']}, {'verb': 'үтергә', 'description': {'ARG1': 'ике Бынан алдағы киләһе', 'V': 'үтергә', 'ARGM-TMP': 'ғына'}, 'tags': ['ARG1', 'ARG1', 'O', 'ARG1', 'O', 'O', 'O', 'ARG1', 'ARG1', 'O', 'O', 'O', 'ARGM-TMP', 'V', 'O', 'O']}], 'words': ['Бынан', 'алдағы', 'һайлау', 'ике', 'йыл', 'эсендә', 'үткәрелгәйне,', 'ә', 'киләһе', 'һайлау', '1934', 'йылда', 'ғына', 'үтергә', 'тейеш', 'ине.']}",,"Бынан алдағы һайлау ике йыл эсендә үткәрелгәйне, ә киләһе һайлау 1934 йылда ғына үтергә тейеш ине.",16
557,"{'verbs': [{'verb': 'вазифаға', 'description': {'V': 'вазифаға', 'Arg(статус)': 'ҡабаттан', 'Arg(пациенс социального отношения)': 'фельдмаршал'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(пациенс социального отношения)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(статус)', 'V', 'O']}], 'words': ['Веймарҙа', '1925', 'йылда', 'иҫке', 'фельдмаршал', 'Пол', 'вон', 'гинденбург', 'президент', 'итеп', 'һайлана,', 'ә', '1932', 'йылда', 'ҡабаттан', 'вазифаға', 'инә.'], 'metric': 1.0}","{'verbs': [{'verb': 'итеп һайлана', 'description': {'ARGM-LOC': 'Веймарҙа', 'ARGM-TMP': '1932', 'ARG1': 'иҫке фельдмаршал Пол вон ҡабаттан гинденбург', 'V': 'итеп һайлана', 'ARG2': ''}, 'tags': ['ARGM-LOC', 'O', 'O', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'O', 'V', 'V', 'O', 'ARGM-TMP', 'O', 'ARG1', 'O', 'O']}, {'verb': 'итеп һайлана', 'description': {'ARGM-TMP': '', 'ARG0': '', 'V': 'итеп һайлана', 'ARG1': ''}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Веймарҙа', '1925', 'йылда', 'иҫке', 'фельдмаршал', 'Пол', 'вон', 'гинденбург', 'президент', 'итеп', 'һайлана,', 'ә', '1932', 'йылда', 'ҡабаттан', 'вазифаға', 'инә.']}",,"Веймарҙа 1925 йылда иҫке фельдмаршал Пол вон гинденбург президент итеп һайлана, ә 1932 йылда ҡабаттан вазифаға инә.",17
558,"{'verbs': [{'verb': 'мөрәжәғәт', 'description': {'V': 'мөрәжәғәт', 'Arg(пациенс социального отношения)': 'хөкүмәт', 'Arg(говорящий)': 'хөкүмәт'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(пациенс социального отношения)', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O']}], 'words': ['Һуңынан', 'сәйәсәт', 'ҡаҡшай,', 'һәм', 'хөкүмәт', 'ярҙам', 'һорап', 'сит', 'илгә', 'мөрәжәғәт', 'итергә', 'мәжбүр', 'була.'], 'metric': 1.0}","{'verbs': [{'verb': '', 'description': {'ARG1': '', 'V': ''}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': 'мәжбүр', 'description': {'ARG1': 'хөкүмәт', 'V': 'мәжбүр', 'ARG2': 'итергә мәжбүр һорап мөрәжәғәт'}, 'tags': ['O', 'O', 'O', 'O', 'ARG1', 'O', 'ARG2', 'O', 'O', 'ARG2', 'ARG2', 'V', 'O']}, {'verb': 'һорап итергә', 'description': {'ARG0': 'хөкүмәт', 'V': 'һорап итергә', 'ARG1': 'мөрәжәғәт', 'ARGM-LOC': ''}, 'tags': ['O', 'O', 'O', 'O', 'ARG0', 'O', 'V', 'O', 'O', 'ARG1', 'V', 'O', 'O']}], 'words': ['Һуңынан', 'сәйәсәт', 'ҡаҡшай,', 'һәм', 'хөкүмәт', 'ярҙам', 'һорап', 'сит', 'илгә', 'мөрәжәғәт', 'итергә', 'мәжбүр', 'була.']}",,"Һуңынан сәйәсәт ҡаҡшай, һәм хөкүмәт ярҙам һорап сит илгә мөрәжәғәт итергә мәжбүр була.",13
559,"{'verbs': [{'verb': 'туплай', 'description': {'V': 'туплай', 'Arg(агенс)': 'европалылар', 'Arg(пациенс)': 'байлығын'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'Arg(пациенс)', 'V', 'O']}], 'words': ['Артабанғы', 'быуаттарҙа,', 'үҙенең', 'иҡтисади,', 'мәҙәни,', 'сәйәси', 'һәм', 'бигерәк', 'тә', 'хәрби', 'хакимлығы', 'менән', 'файҙаланып,', 'европалылар', 'үҙендә', 'донъя', 'байлығын', 'туплай', 'башлай.'], 'metric': 1.0}","{'verbs': [{'verb': 'Артабанғы', 'description': {'V': 'Артабанғы', 'ARG1': ''}, 'tags': ['V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'V': '', 'ARG1': 'сәйәси мәҙәни һәм менән бигерәк', 'ARG0': 'европалылар'}, 'tags': ['O', 'O', 'O', 'O', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'O', 'O', 'O', 'ARG1', 'O', 'ARG0', 'O', 'O', 'O', 'O', 'O']}, {'verb': 'башлай', 'description': {'ARGM-TMP': 'Артабанғы', 'ARGM-MNR': 'сәйәси мәҙәни һәм менән бигерәк', 'ARG0': 'европалылар', 'V': 'башлай', 'ARG1': 'туплай донъя'}, 'tags': ['ARGM-TMP', 'O', 'O', 'O', 'ARGM-MNR', 'ARGM-MNR', 'ARGM-MNR', 'ARGM-MNR', 'O', 'O', 'O', 'ARGM-MNR', 'O', 'ARG0', 'O', 'ARG1', 'O', 'ARG1', 'V']}, {'verb': 'туплай', 'description': {'ARG0': 'европалылар', 'V': 'туплай', 'ARG1': 'донъя'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG0', 'O', 'ARG1', 'O', 'V', 'O']}], 'words': ['Артабанғы', 'быуаттарҙа,', 'үҙенең', 'иҡтисади,', 'мәҙәни,', 'сәйәси', 'һәм', 'бигерәк', 'тә', 'хәрби', 'хакимлығы', 'менән', 'файҙаланып,', 'европалылар', 'үҙендә', 'донъя', 'байлығын', 'туплай', 'башлай.']}",,"Артабанғы быуаттарҙа, үҙенең иҡтисади, мәҙәни, сәйәси һәм бигерәк тә хәрби хакимлығы менән файҙаланып, европалылар үҙендә донъя байлығын туплай башлай.",19
560,"{'verbs': [{'verb': 'үткәрергә', 'description': {'V': 'үткәрергә', 'Arg(содержание действия)': 'параллель'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(содержание действия)', 'V', 'O']}], 'words': ['Вашингтон-Вена', 'Түгел,', 'әммә', 'улар', 'араһында', 'параллель', 'үткәрергә', 'мөмкин.'], 'metric': 1.0}","{'verbs': [{'verb': 'араһында параллель үткәрергә', 'description': {'ARG1': 'параллель', 'ARGM-MOD': 'мөмкин', 'V': 'араһында параллель үткәрергә', 'ARGM-LOC': 'араһында'}, 'tags': ['O', 'O', 'O', 'O', 'V', 'ARG1', 'V', 'ARGM-MOD']}], 'words': ['Вашингтон-Вена', 'Түгел,', 'әммә', 'улар', 'араһында', 'параллель', 'үткәрергә', 'мөмкин.']}",,"Вашингтон-Вена Түгел, әммә улар араһында параллель үткәрергә мөмкин.",8
561,"{'verbs': [{'verb': 'миссияһын', 'description': {'V': 'миссияһын', 'Arg(предмет высказывания)': 'алдағы'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(предмет высказывания)', 'V', 'O', 'O', 'O']}], 'words': ['Бөтә', 'донъя', 'банкы', 'үҙенең', 'алдағы', 'миссияһын', 'иҫкә', 'төшөрөргә', 'тейеш'], 'metric': 1.0}","{'verbs': [{'verb': '', 'description': {'ARG0': 'донъя банкы', 'ARGM-MOD': 'тейеш', 'V': '', 'ARG1': 'үҙенең миссияһын алдағы'}, 'tags': ['O', 'ARG0', 'ARG0', 'ARG1', 'ARG1', 'ARG1', 'O', 'O', 'ARGM-MOD']}], 'words': ['Бөтә', 'донъя', 'банкы', 'үҙенең', 'алдағы', 'миссияһын', 'иҫкә', 'төшөрөргә', 'тейеш']}",,Бөтә донъя банкы үҙенең алдағы миссияһын иҫкә төшөрөргә тейеш,9
562,"{'verbs': [{'verb': 'вазифаға', 'description': {'V': 'вазифаға', 'Arg(агенс)': 'һаҡлау'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O']}], 'words': ['Гарлем', 'Брундтланд', 'етәкселегендәге', 'Бөтә', 'донъя', 'һаулыҡ', 'һаҡлау', 'ойошмаһы', 'Ким', 'эшмәкәрлеген', 'киңәйтеү', 'өсөн', 'Уны', 'вазифаға', 'яллай.'], 'metric': 1.0}","{'verbs': [{'verb': 'етәкселегендәге яллай', 'description': {'ARG1': 'ойошмаһы', 'V': 'етәкселегендәге яллай', 'ARG0': 'етәкселегендәге Гарлем'}, 'tags': ['ARG0', 'O', 'V', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'V']}, {'verb': 'яллай', 'description': {'ARG0': 'ойошмаһы етәкселегендәге яллай Гарлем', 'V': 'яллай', 'ARG1': 'Ким', 'ARG2': ''}, 'tags': ['ARG0', 'O', 'ARG0', 'O', 'O', 'O', 'O', 'ARG0', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'ARG0']}, {'verb': '', 'description': {'ARG0': 'Ким', 'V': '', 'ARG1': ''}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG0', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Гарлем', 'Брундтланд', 'етәкселегендәге', 'Бөтә', 'донъя', 'һаулыҡ', 'һаҡлау', 'ойошмаһы', 'Ким', 'эшмәкәрлеген', 'киңәйтеү', 'өсөн', 'Уны', 'вазифаға', 'яллай.']}",,Гарлем Брундтланд етәкселегендәге Бөтә донъя һаулыҡ һаҡлау ойошмаһы Ким эшмәкәрлеген киңәйтеү өсөн Уны вазифаға яллай.,15
563,"{'verbs': [{'verb': 'өҫтәмә', 'description': {'V': 'өҫтәмә', 'Arg(пациенс)': 'ярҙам', 'Arg(конечный посессор)': 'тейешле', 'Arg(эталон)': 'һәм'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'V', 'O', 'O', 'O', 'Arg(конечный посессор)', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Донъя', 'фонды', 'йәмәғәт', 'һаулыҡ', 'һаҡлауының', 'ҡәтғи', 'техник', 'стандарттарына', 'буйһона', 'һәм', 'хеҙмәт', 'күрһәтеү', 'процесында', 'транспарентлыҡ', 'һәм', 'өҫтәмә', 'финанслау', 'талаптарын', 'үтәргә', 'тейешле', 'ярҙам', 'алыусы', 'илдәрҙең', 'отчеттарын', 'тәьмин', 'итә.'], 'metric': 0.8}","{'verbs': [{'verb': '', 'description': {'ARG1': 'Донъя фонды', 'V': '', 'ARG2': 'тейешле техник стандарттарына талаптарын процесында күрһәтеү'}, 'tags': ['ARG1', 'ARG1', 'O', 'O', 'O', 'O', 'ARG2', 'ARG2', 'O', 'O', 'O', 'ARG2', 'ARG2', 'O', 'O', 'O', 'O', 'ARG2', 'O', 'ARG2', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'ARG0': 'Донъя фонды', 'V': '', 'ARG1': 'отчеттарын', 'ARG2': 'өҫтәмә транспарентлыҡ үтәргә алыусы процесында стандарттарына талаптарын һәм финанслау'}, 'tags': ['ARG0', 'ARG0', 'O', 'O', 'O', 'O', 'O', 'ARG2', 'O', 'ARG2', 'O', 'O', 'ARG2', 'ARG2', 'ARG2', 'ARG2', 'ARG2', 'ARG2', 'ARG2', 'O', 'O', 'ARG2', 'O', 'ARG1', 'O', 'O']}, {'verb': 'транспарентлыҡ үтәргә алыусы', 'description': {'ARG0': 'өҫтәмә', 'R-ARG0': '', 'ARGM-MOD': '', 'V': 'транспарентлыҡ үтәргә алыусы', 'ARG1': 'үтәргә процесында стандарттарына талаптарын транспарентлыҡ һәм финанслау', 'ARGM-TMP': 'процесында финанслау алыусы'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'ARG1', 'O', 'O', 'ARG1', 'V', 'ARG1', 'ARG0', 'ARG1', 'ARG1', 'V', 'O', 'O', 'V', 'O', 'O', 'O', 'O']}, {'verb': 'финанслау алыусы', 'description': {'V': 'финанслау алыусы', 'ARG1': ''}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O']}], 'words': ['Донъя', 'фонды', 'йәмәғәт', 'һаулыҡ', 'һаҡлауының', 'ҡәтғи', 'техник', 'стандарттарына', 'буйһона', 'һәм', 'хеҙмәт', 'күрһәтеү', 'процесында', 'транспарентлыҡ', 'һәм', 'өҫтәмә', 'финанслау', 'талаптарын', 'үтәргә', 'тейешле', 'ярҙам', 'алыусы', 'илдәрҙең', 'отчеттарын', 'тәьмин', 'итә.']}",,Донъя фонды йәмәғәт һаулыҡ һаҡлауының ҡәтғи техник стандарттарына буйһона һәм хеҙмәт күрһәтеү процесында транспарентлыҡ һәм өҫтәмә финанслау талаптарын үтәргә тейешле ярҙам алыусы илдәрҙең отчеттарын тәьмин итә.,26
564,"{'verbs': [{'verb': 'еңел', 'description': {'V': 'еңел', 'Arg(пациенс)': 'кире'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'V', 'O', 'O', 'O']}], 'words': ['Үҫеш', 'табышты', 'арттырыу', 'ғына', 'түгел,', 'ә', 'банктарҙың', 'насар', 'кредиттары', 'һәм', 'бюджет', 'дефициты', 'кеүек', 'кире', 'күренештәрҙе', 'еңел', 'көйләргә', 'мөмкинлек', 'бирә.'], 'metric': 1.0}","{'verbs': [{'verb': 'арттырыу', 'description': {'ARG0': '', 'ARGM-ADV': 'ғына түгел', 'V': 'арттырыу', 'ARG1': ''}, 'tags': ['O', 'O', 'V', 'ARGM-ADV', 'ARGM-ADV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': 'бирә', 'description': {'ARG0': '', 'ARGM-ADV': 'ғына түгел ә', 'V': 'бирә', 'ARG1': 'еңел мөмкинлек арттырыу насар күренештәрҙе банктарҙың кредиттары һәм бюджет'}, 'tags': ['O', 'O', 'ARG1', 'ARGM-ADV', 'ARGM-ADV', 'ARGM-ADV', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'O', 'O', 'O', 'ARG1', 'ARG1', 'O', 'ARG1', 'V']}, {'verb': 'арттырыу', 'description': {'V': 'арттырыу', 'ARG1': 'насар күренештәрҙе банктарҙың кредиттары һәм бюджет'}, 'tags': ['O', 'O', 'V', 'O', 'O', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O']}], 'words': ['Үҫеш', 'табышты', 'арттырыу', 'ғына', 'түгел,', 'ә', 'банктарҙың', 'насар', 'кредиттары', 'һәм', 'бюджет', 'дефициты', 'кеүек', 'кире', 'күренештәрҙе', 'еңел', 'көйләргә', 'мөмкинлек', 'бирә.']}",,"Үҫеш табышты арттырыу ғына түгел, ә банктарҙың насар кредиттары һәм бюджет дефициты кеүек кире күренештәрҙе еңел көйләргә мөмкинлек бирә.",19
565,"{'verbs': [{'verb': 'эш', 'description': {'V': 'эш', 'Arg(результат)': 'билдәләнгән', 'Arg(срок)': 'киләһе', 'Arg(пациенс)': 'дауамында'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(результат)', 'O', 'O', 'O', 'Arg(срок)', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O']}], 'words': ['Өсөнсөнән,', 'ҡабул', 'ителгән', 'осраҡта,', 'Республика', 'партияһының', 'һалым', 'пакеты', 'билдәләнгән', 'маҡсатҡа', 'ирешер', 'һәм', 'киләһе', 'ун', 'йыл', 'дауамында', 'инвестицияларҙы,', 'етештереү', 'күләмен,', 'етештереүсәнлекте', 'һәм', 'эш', 'хаҡын', 'арттырыр', 'тип', 'ышанабыҙ.'], 'metric': 1.0}","{'verbs': [{'verb': 'күләмен тип', 'description': {'ARGM-DIS': '', 'ARG0': 'ышанабыҙ', 'V': 'күләмен тип', 'ARG1': 'ителгән киләһе Республика маҡсатҡа пакеты билдәләнгән һалым хаҡын һәм инвестицияларҙы арттырыр етештереүсәнлекте эш'}, 'tags': ['O', 'O', 'ARG1', 'O', 'ARG1', 'O', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'O', 'ARG1', 'ARG1', 'O', 'O', 'O', 'ARG1', 'ARG1', 'V', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'V', 'ARG0']}, {'verb': 'билдәләнгән', 'description': {'ARGM-ADV': 'ителгән', 'ARG0': 'киләһе Республика маҡсатҡа пакеты', 'ARGM-MOD': '', 'V': 'билдәләнгән', 'ARG1': 'билдәләнгән һалым маҡсатҡа хаҡын'}, 'tags': ['O', 'O', 'ARGM-ADV', 'O', 'ARG0', 'O', 'ARG1', 'ARG0', 'V', 'ARG0', 'O', 'O', 'ARG0', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O']}, {'verb': 'билдәләнгән', 'description': {'V': 'билдәләнгән', 'ARG1': 'һалым маҡсатҡа хаҡын'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'V', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O']}, {'verb': 'арттырыр', 'description': {'ARGM-ADV': 'ителгән', 'ARG0': 'киләһе Республика маҡсатҡа пакеты', 'ARGM-MOD': '', 'V': 'арттырыр', 'ARG1': 'инвестицияларҙы етештереүсәнлекте һәм эш', 'ARGM-TMP': 'киләһе'}, 'tags': ['O', 'O', 'ARGM-ADV', 'O', 'ARG0', 'O', 'O', 'ARG0', 'O', 'ARG0', 'O', 'ARG1', 'ARG0', 'O', 'O', 'O', 'ARG1', 'ARG1', 'O', 'ARG1', 'ARG1', 'ARG1', 'O', 'V', 'O', 'O']}], 'words': ['Өсөнсөнән,', 'ҡабул', 'ителгән', 'осраҡта,', 'Республика', 'партияһының', 'һалым', 'пакеты', 'билдәләнгән', 'маҡсатҡа', 'ирешер', 'һәм', 'киләһе', 'ун', 'йыл', 'дауамында', 'инвестицияларҙы,', 'етештереү', 'күләмен,', 'етештереүсәнлекте', 'һәм', 'эш', 'хаҡын', 'арттырыр', 'тип', 'ышанабыҙ.']}",,"Өсөнсөнән, ҡабул ителгән осраҡта, Республика партияһының һалым пакеты билдәләнгән маҡсатҡа ирешер һәм киләһе ун йыл дауамында инвестицияларҙы, етештереү күләмен, етештереүсәнлекте һәм эш хаҡын арттырыр тип ышанабыҙ.",26
